//Vitesse d'echantillonage ms : 10
Tension (0-255) de 12V;Pos Encodeur A ;Pos encodeur B
50; 7860; 7860
50; 7866; 7866
50; 7872; 7871
50; 7877; 7877
50; 7883; 7882
50; 7888; 7888
50; 7894; 7894
50; 7899; 7899
50; 7905; 7905
50; 7910; 7910
50; 7916; 7916
50; 7921; 7921
50; 7927; 7927
50; 7933; 7932
50; 7938; 7938
50; 7944; 7943
50; 7949; 7949
50; 7955; 7955
50; 7960; 7960
50; 7966; 7966
50; 7971; 7971
50; 7977; 7977
50; 7982; 7982
50; 7988; 7988
50; 7994; 7993
50; 7999; 7999
50; 8005; 8004
50; 8010; 8010
50; 8016; 8015
50; 8021; 8021
50; 8027; 8027
50; 8032; 8032
50; 8038; 8038
50; 8043; 8043
50; 8049; 8049
50; 8054; 8054
50; 8060; 8060
50; 8066; 8065
50; 8071; 8071
50; 8077; 8076
50; 8082; 8082
50; 8088; 8087
50; 8093; 8093
50; 8099; 8099
50; 8104; 8104
50; 8110; 8110
50; 8115; 8115
50; 8121; 8121
50; 8126; 8126
50; 8132; 8132
50; 8138; 8137
50; 8143; 8143
50; 8149; 8148
50; 8154; 8154
50; 8160; 8159
50; 8165; 8165
50; 8171; 8170
50; 8176; 8176
50; 8182; 8181
50; 8187; 8187
50; 8193; 8193
50; 8198; 8198
50; 8204; 8204
50; 8209; 8209
50; 8215; 8215
50; 8220; 8220
50; 8226; 8226
50; 8232; 8231
50; 8237; 8237
50; 8243; 8242
50; 8248; 8248
50; 8254; 8253
50; 8259; 8259
50; 8265; 8264
50; 8270; 8270
50; 8276; 8276
50; 8281; 8281
50; 8287; 8287
50; 8292; 8292
50; 8298; 8298
50; 8303; 8303
50; 8309; 8309
50; 8314; 8314
50; 8320; 8320
50; 8326; 8325
50; 8331; 8331
50; 8337; 8336
50; 8342; 8342
50; 8348; 8347
50; 8353; 8353
50; 8359; 8358
50; 8364; 8364
50; 8370; 8370
50; 8375; 8375
50; 8381; 8381
50; 8386; 8386
50; 8392; 8392
50; 8397; 8397
50; 8403; 8403
50; 8408; 8408
50; 8414; 8414
50; 8419; 8419
50; 8425; 8425
50; 8431; 8430
50; 8436; 8436
50; 8442; 8441
50; 8447; 8447
50; 8453; 8452
50; 8458; 8458
50; 8464; 8463
50; 8469; 8469
50; 8475; 8475
50; 8480; 8480
50; 8486; 8486
50; 8491; 8491
50; 8497; 8497
50; 8502; 8502
50; 8508; 8508
50; 8513; 8513
50; 8519; 8519
50; 8525; 8524
50; 8530; 8530
50; 8536; 8535
50; 8541; 8541
50; 8547; 8546
50; 8552; 8552
50; 8558; 8558
50; 8563; 8563
50; 8569; 8569
50; 8574; 8574
50; 8580; 8580
50; 8585; 8585
50; 8591; 8591
50; 8596; 8596
50; 8602; 8602
50; 8608; 8607
50; 8613; 8613
50; 8619; 8618
50; 8624; 8624
50; 8630; 8629
50; 8635; 8635
50; 8641; 8641
50; 8646; 8646
50; 8652; 8652
50; 8657; 8657
50; 8663; 8663
50; 8668; 8668
50; 8674; 8674
50; 8679; 8679
50; 8685; 8685
50; 8691; 8690
50; 8696; 8696
50; 8702; 8701
50; 8707; 8707
50; 8713; 8712
50; 8718; 8718
50; 8724; 8723
50; 8729; 8729
50; 8735; 8735
50; 8740; 8740
50; 8746; 8746
50; 8751; 8751
50; 8757; 8757
50; 8762; 8762
50; 8768; 8768
50; 8774; 8773
50; 8779; 8779
50; 8785; 8784
50; 8790; 8790
50; 8796; 8795
50; 8801; 8801
50; 8807; 8806
50; 8812; 8812
50; 8818; 8817
50; 8823; 8823
50; 8829; 8829
50; 8834; 8834
50; 8840; 8840
50; 8845; 8845
50; 8851; 8851
50; 8857; 8856
50; 8862; 8862
50; 8868; 8867
50; 8873; 8873
50; 8879; 8878
50; 8884; 8884
50; 8890; 8890
50; 8895; 8895
50; 8901; 8901
50; 8906; 8906
50; 8912; 8912
50; 8917; 8917
50; 8923; 8923
50; 8929; 8928
50; 8934; 8934
50; 8940; 8939
50; 8945; 8945
50; 8951; 8951
50; 8956; 8956
50; 8962; 8962
50; 8967; 8967
50; 8973; 8973
50; 8978; 8978
50; 8984; 8984
50; 8990; 8989
50; 8995; 8995
50; 9001; 9000
50; 9006; 9006
50; 9012; 9012
50; 9017; 9017
50; 9023; 9023
50; 9028; 9028
50; 9034; 9034
50; 9040; 9039
50; 9045; 9045
50; 9051; 9050
50; 9056; 9056
50; 9062; 9062
50; 9067; 9067
50; 9073; 9073
50; 9078; 9078
50; 9084; 9084
50; 9090; 9089
50; 9095; 9095
50; 9101; 9100
50; 9106; 9106
50; 9112; 9112
50; 9117; 9117
50; 9123; 9123
50; 9128; 9128
50; 9134; 9134
50; 9139; 9139
50; 9145; 9145
50; 9151; 9150
50; 9156; 9156
50; 9162; 9161
50; 9167; 9167
50; 9173; 9172
50; 9178; 9178
50; 9184; 9184
50; 9189; 9189
50; 9195; 9195
50; 9200; 9200
50; 9206; 9206
50; 9212; 9211
50; 9217; 9217
50; 9223; 9222
50; 9228; 9228
50; 9234; 9234
50; 9239; 9239
50; 9245; 9245
50; 9250; 9250
50; 9256; 9256
50; 9262; 9261
50; 9267; 9267
50; 9273; 9272
50; 9278; 9278
50; 9284; 9283
50; 9289; 9289
50; 9295; 9295
50; 9300; 9300
50; 9306; 9306
50; 9311; 9311
50; 9317; 9317
50; 9323; 9322
50; 9328; 9328
50; 9334; 9333
50; 9339; 9339
50; 9345; 9344
50; 9350; 9350
50; 9356; 9356
50; 9361; 9361
50; 9367; 9367
50; 9372; 9372
50; 9378; 9378
50; 9384; 9383
50; 9389; 9389
50; 9395; 9394
50; 9400; 9400
50; 9406; 9406
50; 9411; 9411
50; 9417; 9417
50; 9422; 9422
50; 9428; 9428
50; 9433; 9433
50; 9439; 9439
50; 9445; 9444
50; 9450; 9450
50; 9456; 9455
50; 9461; 9461
50; 9467; 9467
50; 9472; 9472
50; 9478; 9478
50; 9483; 9483
50; 9489; 9489
50; 9495; 9494
50; 9500; 9500
50; 9506; 9505
50; 9511; 9511
50; 9517; 9517
50; 9522; 9522
50; 9528; 9528
50; 9533; 9533
50; 9539; 9539
50; 9545; 9544
50; 9550; 9550
50; 9556; 9555
50; 9561; 9561
50; 9567; 9566
50; 9572; 9572
50; 9578; 9578
50; 9583; 9583
50; 9589; 9589
50; 9594; 9594
50; 9600; 9600
50; 9606; 9605
50; 9611; 9611
50; 9617; 9616
50; 9622; 9622
50; 9628; 9628
50; 9633; 9633
50; 9639; 9639
50; 9644; 9644
50; 9650; 9650
50; 9656; 9655
50; 9661; 9661
50; 9667; 9666
50; 9672; 9672
50; 9678; 9678
50; 9683; 9683
50; 9689; 9689
50; 9694; 9694
50; 9700; 9700
50; 9706; 9705
50; 9711; 9711
50; 9717; 9716
50; 9722; 9722
50; 9728; 9727
50; 9733; 9733
50; 9739; 9739
50; 9744; 9744
50; 9750; 9750
50; 9756; 9755
50; 9761; 9761
50; 9767; 9766
50; 9772; 9772
50; 9778; 9778
50; 9783; 9783
50; 9789; 9789
50; 9794; 9794
50; 9800; 9800
50; 9806; 9805
50; 9811; 9811
50; 9817; 9816
50; 9822; 9822
50; 9828; 9828
50; 9833; 9833
50; 9839; 9839
50; 9845; 9844
50; 9850; 9850
50; 9856; 9855
50; 9861; 9861
50; 9867; 9867
50; 9872; 9872
50; 9878; 9878
50; 9883; 9883
50; 9889; 9889
50; 9895; 9894
50; 9900; 9900
50; 9906; 9905
50; 9911; 9911
50; 9917; 9917
50; 9922; 9922
50; 9928; 9928
50; 9933; 9933
50; 9939; 9939
50; 9945; 9944
50; 9950; 9950
50; 9956; 9955
50; 9961; 9961
50; 9967; 9967
50; 9972; 9972
50; 9978; 9978
50; 9983; 9983
50; 9989; 9989
50; 9995; 9994
50; 10000; 10000
80; 10006; 10005
80; 10011; 10011
80; 10017; 10017
80; 10024; 10023
80; 10030; 10030
80; 10037; 10037
80; 10044; 10043
80; 10051; 10050
80; 10058; 10058
80; 10065; 10065
80; 10072; 10072
80; 10080; 10080
80; 10088; 10087
80; 10095; 10095
80; 10103; 10103
80; 10111; 10111
80; 10119; 10119
80; 10127; 10127
80; 10135; 10135
80; 10143; 10143
80; 10151; 10151
80; 10159; 10159
80; 10167; 10167
80; 10175; 10175
80; 10184; 10183
80; 10192; 10192
80; 10200; 10200
80; 10208; 10208
80; 10217; 10216
80; 10225; 10225
80; 10233; 10233
80; 10242; 10241
80; 10250; 10250
80; 10258; 10258
80; 10267; 10266
80; 10275; 10275
80; 10283; 10283
80; 10292; 10291
80; 10300; 10300
80; 10308; 10308
80; 10317; 10317
80; 10325; 10325
80; 10334; 10333
80; 10342; 10342
80; 10350; 10350
80; 10359; 10359
80; 10367; 10367
80; 10376; 10375
80; 10384; 10384
80; 10392; 10392
80; 10401; 10401
80; 10409; 10409
80; 10418; 10417
80; 10426; 10426
80; 10434; 10434
80; 10443; 10443
80; 10451; 10451
80; 10460; 10459
80; 10468; 10468
80; 10476; 10476
80; 10485; 10485
80; 10493; 10493
80; 10502; 10501
80; 10510; 10510
80; 10518; 10518
80; 10527; 10527
80; 10535; 10535
80; 10544; 10543
80; 10552; 10552
80; 10560; 10560
80; 10569; 10569
80; 10577; 10577
80; 10586; 10585
80; 10594; 10594
80; 10602; 10602
80; 10611; 10611
80; 10619; 10619
80; 10628; 10627
80; 10636; 10636
80; 10645; 10644
80; 10653; 10653
80; 10661; 10661
80; 10670; 10670
80; 10678; 10678
80; 10687; 10686
80; 10695; 10695
80; 10703; 10703
80; 10712; 10712
80; 10720; 10720
80; 10729; 10728
80; 10737; 10737
80; 10745; 10745
80; 10754; 10754
80; 10762; 10762
80; 10771; 10770
80; 10779; 10779
80; 10787; 10787
80; 10796; 10796
80; 10804; 10804
80; 10813; 10812
80; 10821; 10821
80; 10830; 10829
80; 10838; 10838
80; 10846; 10846
80; 10855; 10855
80; 10863; 10863
80; 10872; 10871
80; 10880; 10880
80; 10888; 10888
80; 10897; 10897
80; 10905; 10905
80; 10914; 10913
80; 10922; 10922
80; 10930; 10930
80; 10939; 10939
80; 10947; 10947
80; 10956; 10955
80; 10964; 10964
80; 10972; 10972
80; 10981; 10981
80; 10989; 10989
80; 10998; 10997
80; 11006; 11006
80; 11015; 11014
80; 11023; 11023
80; 11031; 11031
80; 11040; 11039
80; 11048; 11048
80; 11057; 11056
80; 11065; 11065
80; 11073; 11073
80; 11082; 11082
80; 11090; 11090
80; 11099; 11098
80; 11107; 11107
80; 11115; 11115
80; 11124; 11124
80; 11132; 11132
80; 11141; 11140
80; 11149; 11149
80; 11157; 11157
80; 11166; 11166
80; 11174; 11174
80; 11183; 11182
80; 11191; 11191
80; 11199; 11199
80; 11208; 11208
80; 11216; 11216
80; 11225; 11224
80; 11233; 11233
80; 11241; 11241
80; 11250; 11250
80; 11258; 11258
80; 11267; 11266
80; 11275; 11275
80; 11283; 11283
80; 11292; 11292
80; 11300; 11300
80; 11309; 11308
80; 11317; 11317
80; 11325; 11325
80; 11334; 11334
80; 11342; 11342
80; 11351; 11350
80; 11359; 11359
80; 11367; 11367
80; 11376; 11376
80; 11384; 11384
80; 11393; 11392
80; 11401; 11401
80; 11409; 11409
80; 11418; 11418
80; 11426; 11426
80; 11435; 11434
80; 11443; 11443
80; 11451; 11451
80; 11460; 11460
80; 11468; 11468
80; 11477; 11476
80; 11485; 11485
80; 11493; 11493
80; 11502; 11502
80; 11510; 11510
80; 11519; 11518
80; 11527; 11527
80; 11535; 11535
80; 11544; 11544
80; 11552; 11552
80; 11561; 11560
80; 11569; 11569
80; 11577; 11577
80; 11586; 11586
80; 11594; 11594
80; 11603; 11602
80; 11611; 11611
80; 11619; 11619
80; 11628; 11628
80; 11636; 11636
80; 11645; 11644
80; 11653; 11653
80; 11661; 11661
80; 11670; 11670
80; 11678; 11678
80; 11687; 11686
80; 11695; 11695
80; 11703; 11703
80; 11712; 11712
80; 11720; 11720
80; 11729; 11728
80; 11737; 11737
80; 11745; 11745
80; 11754; 11754
80; 11762; 11762
80; 11771; 11770
80; 11779; 11779
80; 11787; 11787
80; 11796; 11795
80; 11804; 11804
80; 11812; 11812
80; 11821; 11821
80; 11829; 11829
80; 11838; 11838
80; 11846; 11846
80; 11855; 11854
80; 11863; 11863
80; 11871; 11871
80; 11880; 11879
80; 11888; 11888
80; 11896; 11896
80; 11905; 11905
80; 11913; 11913
80; 11922; 11921
80; 11930; 11930
80; 11938; 11938
80; 11947; 11947
80; 11955; 11955
80; 11964; 11963
80; 11972; 11972
80; 11980; 11980
80; 11989; 11989
80; 11997; 11997
80; 12006; 12005
80; 12014; 12014
80; 12022; 12022
80; 12031; 12031
80; 12039; 12039
80; 12048; 12047
80; 12056; 12056
80; 12064; 12064
80; 12073; 12073
80; 12081; 12081
80; 12090; 12089
80; 12098; 12098
80; 12106; 12106
80; 12115; 12115
80; 12123; 12123
80; 12132; 12131
80; 12140; 12140
80; 12148; 12148
80; 12157; 12156
80; 12165; 12165
80; 12173; 12173
80; 12182; 12182
80; 12190; 12190
80; 12199; 12198
80; 12207; 12207
80; 12215; 12215
80; 12224; 12224
80; 12232; 12232
80; 12241; 12240
80; 12249; 12249
80; 12257; 12257
80; 12266; 12266
80; 12274; 12274
80; 12283; 12282
80; 12291; 12291
80; 12299; 12299
80; 12308; 12308
80; 12316; 12316
80; 12325; 12324
80; 12333; 12333
80; 12341; 12341
80; 12350; 12350
80; 12358; 12358
80; 12367; 12366
80; 12375; 12375
80; 12383; 12383
80; 12392; 12391
80; 12400; 12400
80; 12409; 12408
80; 12417; 12417
80; 12425; 12425
80; 12434; 12433
80; 12442; 12442
80; 12450; 12450
80; 12459; 12459
80; 12467; 12467
80; 12476; 12476
80; 12484; 12484
80; 12493; 12492
80; 12501; 12501
80; 12509; 12509
80; 12518; 12517
80; 12526; 12526
80; 12534; 12534
80; 12543; 12543
80; 12551; 12551
80; 12560; 12559
80; 12568; 12568
80; 12576; 12576
80; 12585; 12585
80; 12593; 12593
80; 12602; 12601
80; 12610; 12610
80; 12619; 12618
80; 12627; 12627
80; 12635; 12635
80; 12644; 12643
80; 12652; 12652
80; 12660; 12660
80; 12669; 12669
80; 12677; 12677
80; 12686; 12685
80; 12694; 12694
80; 12702; 12702
80; 12711; 12711
80; 12719; 12719
80; 12728; 12727
80; 12736; 12736
80; 12744; 12744
80; 12753; 12753
80; 12761; 12761
80; 12770; 12769
80; 12778; 12778
80; 12786; 12786
80; 12795; 12795
80; 12803; 12803
80; 12812; 12811
80; 12820; 12820
80; 12828; 12828
80; 12837; 12837
80; 12845; 12845
80; 12854; 12853
80; 12862; 12862
80; 12870; 12870
80; 12879; 12878
80; 12887; 12887
80; 12895; 12895
80; 12904; 12904
80; 12912; 12912
80; 12921; 12920
80; 12929; 12929
80; 12937; 12937
80; 12946; 12946
80; 12954; 12954
80; 12963; 12962
80; 12971; 12971
80; 12979; 12979
80; 12988; 12988
80; 12996; 12996
80; 13005; 13004
80; 13013; 13013
80; 13021; 13021
80; 13030; 13030
80; 13038; 13038
80; 13047; 13046
80; 13055; 13055
80; 13063; 13063
80; 13072; 13071
80; 13080; 13080
80; 13089; 13088
80; 13097; 13097
80; 13105; 13105
80; 13114; 13114
80; 13122; 13122
80; 13131; 13130
80; 13139; 13139
80; 13147; 13147
80; 13156; 13155
80; 13164; 13164
80; 13172; 13172
80; 13181; 13181
80; 13189; 13189
80; 13198; 13197
80; 13206; 13206
80; 13214; 13214
80; 13223; 13223
80; 13231; 13231
80; 13240; 13239
80; 13248; 13248
80; 13256; 13256
80; 13265; 13265
80; 13273; 13273
80; 13282; 13281
80; 13290; 13290
80; 13298; 13298
80; 13307; 13306
80; 13315; 13315
80; 13323; 13323
80; 13332; 13332
80; 13340; 13340
80; 13349; 13348
80; 13357; 13357
80; 13366; 13365
80; 13374; 13374
80; 13382; 13382
80; 13391; 13390
80; 13399; 13399
80; 13407; 13407
80; 13416; 13416
80; 13424; 13424
80; 13433; 13432
80; 13441; 13441
80; 13449; 13449
80; 13458; 13458
80; 13466; 13466
80; 13475; 13474
80; 13483; 13483
80; 13491; 13491
80; 13500; 13500
80; 13508; 13508
80; 13517; 13516
80; 13525; 13525
80; 13533; 13533
80; 13542; 13542
80; 13550; 13550
80; 13559; 13558
80; 13567; 13567
80; 13575; 13575
80; 13584; 13583
80; 13592; 13592
80; 13600; 13600
80; 13609; 13609
80; 13617; 13617
80; 13626; 13625
80; 13634; 13634
80; 13642; 13642
80; 13651; 13651
80; 13659; 13659
80; 13668; 13667
80; 13676; 13676
80; 13684; 13684
80; 13693; 13693
80; 13701; 13701
80; 13710; 13709
80; 13718; 13718
80; 13726; 13726
80; 13735; 13735
80; 13743; 13743
80; 13752; 13751
80; 13760; 13760
80; 13768; 13768
80; 13777; 13777
80; 13785; 13785
80; 13794; 13793
80; 13802; 13802
80; 13810; 13810
80; 13819; 13818
80; 13827; 13827
80; 13836; 13835
80; 13844; 13844
80; 13852; 13852
80; 13861; 13860
80; 13869; 13869
80; 13877; 13877
80; 13886; 13886
80; 13894; 13894
80; 13903; 13902
80; 13911; 13911
80; 13919; 13919
80; 13928; 13928
80; 13936; 13936
80; 13945; 13944
80; 13953; 13953
80; 13961; 13961
80; 13970; 13970
80; 13978; 13978
80; 13987; 13986
80; 13995; 13995
80; 14003; 14003
80; 14012; 14012
80; 14020; 14020
80; 14029; 14028
80; 14037; 14037
80; 14045; 14045
80; 14054; 14054
80; 14062; 14062
80; 14071; 14070
80; 14079; 14079
80; 14087; 14087
80; 14096; 14095
80; 14104; 14104
80; 14113; 14112
80; 14121; 14121
80; 14129; 14129
80; 14138; 14138
80; 14146; 14146
80; 14155; 14154
80; 14163; 14163
80; 14171; 14171
80; 14180; 14179
80; 14188; 14188
80; 14196; 14196
80; 14205; 14205
80; 14213; 14213
80; 14222; 14221
80; 14230; 14230
80; 14238; 14238
80; 14247; 14247
80; 14255; 14255
80; 14264; 14263
80; 14272; 14272
80; 14280; 14280
80; 14289; 14289
80; 14297; 14297
80; 14306; 14305
80; 14314; 14314
80; 14322; 14322
80; 14331; 14331
80; 14339; 14339
80; 14348; 14347
80; 14356; 14356
80; 14364; 14364
80; 14373; 14373
80; 14381; 14381
80; 14390; 14389
80; 14398; 14398
80; 14406; 14406
80; 14415; 14414
80; 14423; 14423
80; 14431; 14431
80; 14440; 14440
80; 14448; 14448
80; 14457; 14456
80; 14465; 14465
80; 14473; 14473
80; 14482; 14482
80; 14490; 14490
80; 14499; 14498
80; 14507; 14507
80; 14515; 14515
80; 14524; 14524
80; 14532; 14532
80; 14541; 14540
80; 14549; 14549
80; 14557; 14557
80; 14566; 14566
80; 14574; 14574
80; 14583; 14582
80; 14591; 14591
80; 14599; 14599
80; 14608; 14608
80; 14616; 14616
80; 14625; 14624
80; 14633; 14633
80; 14641; 14641
80; 14650; 14650
80; 14658; 14658
80; 14667; 14666
80; 14675; 14675
80; 14683; 14683
80; 14692; 14691
80; 14700; 14700
80; 14708; 14708
80; 14717; 14717
80; 14725; 14725
80; 14734; 14733
80; 14742; 14742
80; 14751; 14750
80; 14759; 14759
80; 14767; 14767
80; 14776; 14775
80; 14784; 14784
80; 14793; 14792
80; 14801; 14801
80; 14809; 14809
80; 14818; 14817
80; 14826; 14826
80; 14834; 14834
80; 14843; 14843
80; 14851; 14851
80; 14860; 14859
80; 14868; 14868
80; 14876; 14876
80; 14885; 14885
80; 14893; 14893
80; 14902; 14901
80; 14910; 14910
80; 14918; 14918
80; 14927; 14927
80; 14935; 14935
80; 14944; 14943
80; 14952; 14952
80; 14960; 14960
80; 14969; 14969
80; 14977; 14977
80; 14986; 14985
80; 14994; 14994
80; 15002; 15002
80; 15011; 15011
80; 15019; 15019
80; 15028; 15027
80; 15036; 15036
80; 15044; 15044
80; 15053; 15053
80; 15061; 15061
80; 15070; 15069
80; 15078; 15078
80; 15086; 15086
80; 15095; 15094
80; 15103; 15103
80; 15112; 15111
80; 15120; 15120
80; 15128; 15128
80; 15137; 15136
80; 15145; 15145
80; 15153; 15153
80; 15162; 15162
80; 15170; 15170
80; 15179; 15178
80; 15187; 15187
80; 15195; 15195
80; 15204; 15204
80; 15212; 15212
80; 15221; 15220
80; 15229; 15229
80; 15237; 15237
80; 15246; 15246
80; 15254; 15254
80; 15263; 15262
80; 15271; 15271
80; 15279; 15279
80; 15288; 15288
80; 15296; 15296
80; 15305; 15304
80; 15313; 15313
80; 15321; 15321
80; 15330; 15329
80; 15338; 15338
80; 15346; 15346
80; 15355; 15355
80; 15363; 15363
80; 15372; 15371
80; 15380; 15380
80; 15389; 15388
80; 15397; 15397
80; 15405; 15405
80; 15414; 15413
80; 15422; 15422
80; 15430; 15430
80; 15439; 15439
80; 15447; 15447
80; 15456; 15455
80; 15464; 15464
80; 15472; 15472
80; 15481; 15481
80; 15489; 15489
80; 15498; 15497
80; 15506; 15506
80; 15514; 15514
80; 15523; 15523
80; 15531; 15531
80; 15540; 15539
80; 15548; 15548
80; 15556; 15556
80; 15565; 15564
80; 15573; 15573
80; 15581; 15581
80; 15590; 15590
80; 15598; 15598
80; 15607; 15606
80; 15615; 15615
80; 15623; 15623
80; 15632; 15632
80; 15640; 15640
80; 15649; 15648
80; 15657; 15657
80; 15665; 15665
80; 15674; 15674
80; 15682; 15682
80; 15691; 15690
80; 15699; 15699
80; 15707; 15707
80; 15716; 15716
80; 15724; 15724
80; 15733; 15732
80; 15741; 15741
80; 15749; 15749
80; 15758; 15758
80; 15766; 15766
80; 15775; 15774
80; 15783; 15783
80; 15791; 15791
80; 15800; 15800
80; 15808; 15808
80; 15817; 15816
80; 15825; 15825
80; 15833; 15833
80; 15842; 15841
80; 15850; 15850
80; 15858; 15858
80; 15867; 15867
80; 15875; 15875
80; 15884; 15884
80; 15892; 15892
80; 15901; 15900
80; 15909; 15909
80; 15917; 15917
80; 15926; 15925
80; 15934; 15934
80; 15942; 15942
80; 15951; 15951
80; 15959; 15959
80; 15968; 15967
80; 15976; 15976
80; 15984; 15984
80; 15993; 15993
80; 16001; 16001
80; 16010; 16009
80; 16018; 16018
80; 16027; 16026
80; 16035; 16035
80; 16043; 16043
80; 16052; 16051
80; 16060; 16060
80; 16068; 16068
80; 16077; 16077
80; 16085; 16085
80; 16094; 16093
80; 16102; 16102
80; 16110; 16110
80; 16119; 16119
80; 16127; 16127
80; 16136; 16135
80; 16144; 16144
80; 16152; 16152
80; 16161; 16161
80; 16169; 16169
80; 16178; 16177
80; 16186; 16186
80; 16195; 16194
80; 16203; 16203
80; 16211; 16211
80; 16220; 16219
80; 16228; 16228
80; 16237; 16236
80; 16245; 16245
80; 16253; 16253
80; 16262; 16261
80; 16270; 16270
80; 16278; 16278
80; 16287; 16287
80; 16295; 16295
80; 16304; 16304
80; 16312; 16312
80; 16321; 16320
80; 16329; 16329
80; 16337; 16337
80; 16346; 16346
80; 16354; 16354
80; 16363; 16362
80; 16371; 16371
80; 16379; 16379
80; 16388; 16387
80; 16396; 16396
80; 16404; 16404
80; 16413; 16413
80; 16421; 16421
80; 16430; 16429
80; 16438; 16438
80; 16447; 16446
80; 16455; 16455
80; 16463; 16463
80; 16472; 16472
80; 16480; 16480
80; 16489; 16488
80; 16497; 16497
80; 16505; 16505
80; 16514; 16514
80; 16522; 16522
80; 16531; 16530
80; 16539; 16539
80; 16547; 16547
80; 16556; 16556
80; 16564; 16564
80; 16573; 16572
80; 16581; 16581
80; 16589; 16589
80; 16598; 16598
80; 16606; 16606
80; 16615; 16614
80; 16623; 16623
80; 16631; 16631
80; 16640; 16640
80; 16648; 16648
80; 16657; 16656
80; 16665; 16665
80; 16673; 16673
80; 16682; 16682
80; 16690; 16690
80; 16699; 16698
80; 16707; 16707
80; 16715; 16715
80; 16724; 16724
80; 16732; 16732
80; 16741; 16740
80; 16749; 16749
80; 16757; 16757
80; 16766; 16766
80; 16774; 16774
80; 16783; 16782
80; 16791; 16791
80; 16799; 16799
80; 16808; 16808
80; 16816; 16816
80; 16825; 16824
80; 16833; 16833
80; 16841; 16841
80; 16850; 16850
80; 16858; 16858
80; 16867; 16866
80; 16875; 16875
80; 16883; 16883
80; 16892; 16892
80; 16900; 16900
80; 16909; 16908
80; 16917; 16917
80; 16925; 16925
80; 16934; 16934
80; 16942; 16942
80; 16951; 16950
80; 16959; 16959
80; 16967; 16967
80; 16976; 16975
80; 16984; 16984
80; 16992; 16992
80; 17001; 17001
80; 17009; 17009
80; 17018; 17017
80; 17026; 17026
80; 17034; 17034
80; 17043; 17043
80; 17051; 17051
80; 17060; 17059
80; 17068; 17068
80; 17076; 17076
80; 17085; 17085
80; 17093; 17093
80; 17102; 17101
80; 17110; 17110
80; 17118; 17118
80; 17127; 17127
80; 17135; 17135
80; 17144; 17143
80; 17152; 17152
80; 17160; 17160
80; 17169; 17169
80; 17177; 17177
80; 17186; 17185
80; 17194; 17194
80; 17202; 17202
80; 17211; 17211
80; 17219; 17219
80; 17228; 17227
80; 17236; 17236
80; 17244; 17244
80; 17253; 17252
80; 17261; 17261
80; 17269; 17269
80; 17278; 17278
80; 17286; 17286
80; 17295; 17294
80; 17303; 17303
80; 17311; 17311
80; 17320; 17320
80; 17328; 17328
80; 17337; 17336
80; 17345; 17345
80; 17353; 17353
80; 17362; 17362
80; 17370; 17370
80; 17379; 17378
80; 17387; 17387
80; 17395; 17395
80; 17404; 17403
80; 17412; 17412
80; 17420; 17420
80; 17429; 17429
80; 17437; 17437
80; 17446; 17445
80; 17454; 17454
80; 17462; 17462
80; 17471; 17471
80; 17479; 17479
80; 17488; 17487
80; 17496; 17496
80; 17504; 17504
80; 17513; 17513
80; 17521; 17521
80; 17530; 17529
80; 17538; 17538
80; 17546; 17546
80; 17555; 17555
80; 17563; 17563
80; 17572; 17571
80; 17580; 17580
80; 17588; 17588
80; 17597; 17597
80; 17605; 17605
80; 17614; 17613
80; 17622; 17622
80; 17630; 17630
80; 17639; 17639
80; 17647; 17647
80; 17656; 17655
80; 17664; 17664
80; 17672; 17672
80; 17681; 17680
80; 17689; 17689
80; 17697; 17697
80; 17706; 17706
80; 17714; 17714
80; 17723; 17722
80; 17731; 17731
80; 17739; 17739
80; 17748; 17748
80; 17756; 17756
80; 17765; 17764
80; 17773; 17773
80; 17781; 17781
80; 17790; 17790
80; 17798; 17798
80; 17807; 17806
80; 17815; 17815
80; 17823; 17823
80; 17832; 17832
80; 17840; 17840
80; 17849; 17848
80; 17857; 17857
80; 17865; 17865
80; 17874; 17873
80; 17882; 17882
80; 17891; 17890
80; 17899; 17899
80; 17907; 17907
80; 17916; 17915
80; 17924; 17924
80; 17932; 17932
80; 17941; 17941
80; 17949; 17949
80; 17958; 17957
80; 17966; 17966
80; 17974; 17974
80; 17983; 17983
80; 17991; 17991
80; 18000; 17999
80; 18008; 18008
80; 18016; 18016
80; 18025; 18025
80; 18033; 18033
80; 18042; 18041
80; 18050; 18050
80; 18058; 18058
80; 18067; 18067
80; 18075; 18075
80; 18084; 18083
80; 18092; 18092
80; 18100; 18100
80; 18109; 18109
80; 18117; 18117
80; 18126; 18125
80; 18134; 18134
80; 18142; 18142
80; 18151; 18151
80; 18159; 18159
80; 18168; 18167
80; 18176; 18176
80; 18184; 18184
80; 18193; 18192
80; 18201; 18201
80; 18210; 18209
80; 18218; 18218
80; 18226; 18226
80; 18235; 18235
80; 18243; 18243
80; 18252; 18251
80; 18260; 18260
80; 18268; 18268
80; 18277; 18277
80; 18285; 18285
80; 18294; 18293
80; 18302; 18302
80; 18310; 18310
80; 18319; 18318
80; 18327; 18327
80; 18335; 18335
80; 18344; 18344
80; 18352; 18352
80; 18361; 18361
80; 18369; 18369
80; 18378; 18377
80; 18386; 18386
80; 18394; 18394
80; 18403; 18402
80; 18411; 18411
80; 18420; 18419
80; 18428; 18428
