//Vitesse d'echantillonage ms : 10
Tension (0-255) de 12V;Pos Encodeur A ;Pos encodeur B
50; 3714; 3714
50; 3720; 3719
50; 3725; 3725
50; 3731; 3731
50; 3736; 3736
50; 3742; 3742
50; 3747; 3747
50; 3753; 3753
50; 3759; 3758
50; 3764; 3764
50; 3770; 3769
50; 3775; 3775
50; 3781; 3781
50; 3786; 3786
50; 3792; 3792
50; 3797; 3797
50; 3803; 3803
50; 3809; 3808
50; 3814; 3814
50; 3820; 3819
50; 3825; 3825
50; 3831; 3831
50; 3836; 3836
50; 3842; 3842
50; 3847; 3847
50; 3853; 3853
50; 3859; 3858
50; 3864; 3864
50; 3870; 3869
50; 3875; 3875
50; 3881; 3881
50; 3886; 3886
50; 3892; 3892
50; 3897; 3897
50; 3903; 3903
50; 3908; 3908
50; 3914; 3914
50; 3920; 3919
50; 3925; 3925
50; 3931; 3930
50; 3936; 3936
50; 3942; 3942
50; 3947; 3947
50; 3953; 3953
50; 3958; 3958
50; 3964; 3964
50; 3969; 3969
50; 3975; 3975
50; 3981; 3980
50; 3986; 3986
50; 3992; 3991
50; 3997; 3997
50; 4003; 4003
50; 4008; 4008
50; 4014; 4014
50; 4019; 4019
50; 4025; 4025
50; 4031; 4030
50; 4036; 4036
50; 4042; 4041
50; 4047; 4047
50; 4053; 4053
50; 4058; 4058
50; 4064; 4064
50; 4069; 4069
50; 4075; 4075
50; 4081; 4080
50; 4086; 4086
50; 4092; 4091
50; 4097; 4097
50; 4103; 4103
50; 4108; 4108
50; 4114; 4114
50; 4119; 4119
50; 4125; 4125
50; 4130; 4130
50; 4136; 4136
50; 4142; 4141
50; 4147; 4147
50; 4153; 4152
50; 4158; 4158
50; 4164; 4164
50; 4169; 4169
50; 4175; 4175
50; 4180; 4180
50; 4186; 4186
50; 4192; 4191
50; 4197; 4197
50; 4203; 4202
50; 4208; 4208
50; 4214; 4214
50; 4219; 4219
50; 4225; 4225
50; 4230; 4230
50; 4236; 4236
50; 4241; 4241
50; 4247; 4247
50; 4253; 4252
50; 4258; 4258
50; 4264; 4263
50; 4269; 4269
50; 4275; 4275
50; 4280; 4280
50; 4286; 4286
50; 4291; 4291
50; 4297; 4297
50; 4303; 4302
50; 4308; 4308
50; 4314; 4313
50; 4319; 4319
50; 4325; 4324
50; 4330; 4330
50; 4336; 4336
50; 4341; 4341
50; 4347; 4347
50; 4352; 4352
50; 4358; 4358
50; 4364; 4363
50; 4369; 4369
50; 4375; 4374
50; 4380; 4380
50; 4386; 4385
50; 4391; 4391
50; 4397; 4397
50; 4402; 4402
50; 4408; 4408
50; 4413; 4413
50; 4419; 4419
50; 4425; 4424
50; 4430; 4430
50; 4436; 4435
50; 4441; 4441
50; 4447; 4447
50; 4452; 4452
50; 4458; 4458
50; 4463; 4463
50; 4469; 4469
50; 4474; 4474
50; 4480; 4480
50; 4486; 4485
50; 4491; 4491
50; 4497; 4496
50; 4502; 4502
50; 4508; 4508
50; 4513; 4513
50; 4519; 4519
50; 4524; 4524
50; 4530; 4530
50; 4535; 4535
50; 4541; 4541
50; 4547; 4546
50; 4552; 4552
50; 4558; 4557
50; 4563; 4563
50; 4569; 4569
50; 4574; 4574
50; 4580; 4580
50; 4585; 4585
50; 4591; 4591
50; 4597; 4596
50; 4602; 4602
50; 4608; 4607
50; 4613; 4613
50; 4619; 4618
50; 4624; 4624
50; 4630; 4630
50; 4635; 4635
50; 4641; 4641
50; 4646; 4646
50; 4652; 4652
50; 4658; 4657
50; 4663; 4663
50; 4669; 4668
50; 4674; 4674
50; 4680; 4679
50; 4685; 4685
50; 4691; 4691
50; 4696; 4696
50; 4702; 4702
50; 4707; 4707
50; 4713; 4713
50; 4719; 4718
50; 4724; 4724
50; 4730; 4729
50; 4735; 4735
50; 4741; 4740
50; 4746; 4746
50; 4752; 4752
50; 4757; 4757
50; 4763; 4763
50; 4768; 4768
50; 4774; 4774
50; 4780; 4779
50; 4785; 4785
50; 4791; 4790
50; 4796; 4796
50; 4802; 4801
50; 4807; 4807
50; 4813; 4813
50; 4818; 4818
50; 4824; 4824
50; 4829; 4829
50; 4835; 4835
50; 4841; 4840
50; 4846; 4846
50; 4852; 4851
50; 4857; 4857
50; 4863; 4862
50; 4868; 4868
50; 4874; 4874
50; 4879; 4879
50; 4885; 4885
50; 4891; 4890
50; 4896; 4896
50; 4902; 4901
50; 4907; 4907
50; 4913; 4912
50; 4918; 4918
50; 4924; 4924
50; 4929; 4929
50; 4935; 4935
50; 4940; 4940
50; 4946; 4946
50; 4951; 4951
50; 4957; 4957
50; 4963; 4962
50; 4968; 4968
50; 4974; 4973
50; 4979; 4979
50; 4985; 4985
50; 4990; 4990
50; 4996; 4996
50; 5001; 5001
50; 5007; 5007
50; 5013; 5012
50; 5018; 5018
50; 5024; 5023
50; 5029; 5029
50; 5035; 5034
50; 5040; 5040
50; 5046; 5046
50; 5051; 5051
50; 5057; 5057
50; 5062; 5062
50; 5068; 5068
50; 5073; 5073
50; 5079; 5079
50; 5085; 5084
50; 5090; 5090
50; 5096; 5095
50; 5101; 5101
50; 5107; 5107
50; 5112; 5112
50; 5118; 5118
50; 5123; 5123
50; 5129; 5129
50; 5134; 5134
50; 5140; 5140
50; 5146; 5145
50; 5151; 5151
50; 5157; 5156
50; 5162; 5162
50; 5168; 5167
50; 5173; 5173
50; 5179; 5179
50; 5184; 5184
50; 5190; 5190
50; 5195; 5195
50; 5201; 5201
50; 5207; 5206
50; 5212; 5212
50; 5218; 5217
50; 5223; 5223
50; 5229; 5228
50; 5234; 5234
50; 5240; 5240
50; 5245; 5245
50; 5251; 5251
50; 5256; 5256
50; 5262; 5262
50; 5267; 5267
50; 5273; 5273
50; 5279; 5278
50; 5284; 5284
50; 5290; 5289
50; 5295; 5295
50; 5301; 5301
50; 5306; 5306
50; 5312; 5312
50; 5317; 5317
50; 5323; 5323
50; 5328; 5328
50; 5334; 5334
50; 5340; 5339
50; 5345; 5345
50; 5351; 5350
50; 5356; 5356
50; 5362; 5361
50; 5367; 5367
50; 5373; 5373
50; 5378; 5378
50; 5384; 5384
50; 5389; 5389
50; 5395; 5395
50; 5400; 5400
50; 5406; 5406
50; 5412; 5411
50; 5417; 5417
50; 5423; 5422
50; 5428; 5428
50; 5434; 5433
50; 5439; 5439
50; 5445; 5445
50; 5450; 5450
50; 5456; 5456
50; 5461; 5461
50; 5467; 5467
50; 5472; 5472
50; 5478; 5478
50; 5484; 5483
50; 5489; 5489
50; 5495; 5494
50; 5500; 5500
50; 5506; 5505
50; 5511; 5511
50; 5517; 5516
50; 5522; 5522
50; 5528; 5528
50; 5533; 5533
50; 5539; 5539
50; 5544; 5544
50; 5550; 5550
50; 5555; 5555
50; 5561; 5561
50; 5567; 5566
50; 5572; 5572
50; 5578; 5577
50; 5583; 5583
50; 5589; 5588
50; 5594; 5594
50; 5600; 5600
50; 5605; 5605
50; 5611; 5611
50; 5616; 5616
50; 5622; 5622
50; 5628; 5627
50; 5633; 5633
50; 5639; 5638
50; 5644; 5644
50; 5650; 5649
50; 5655; 5655
50; 5661; 5661
50; 5666; 5666
50; 5672; 5672
50; 5677; 5677
50; 5683; 5683
50; 5688; 5688
50; 5694; 5694
50; 5700; 5699
50; 5705; 5705
50; 5711; 5710
50; 5716; 5716
50; 5722; 5721
50; 5727; 5727
50; 5733; 5733
50; 5738; 5738
50; 5744; 5744
50; 5749; 5749
50; 5755; 5755
50; 5760; 5760
50; 5766; 5766
50; 5772; 5771
50; 5777; 5777
50; 5783; 5782
50; 5788; 5788
50; 5794; 5793
50; 5799; 5799
50; 5805; 5804
50; 5810; 5810
50; 5816; 5816
50; 5821; 5821
50; 5827; 5827
50; 5832; 5832
50; 5838; 5838
50; 5843; 5843
50; 5849; 5849
50; 5855; 5854
50; 5860; 5860
50; 5866; 5865
50; 5871; 5871
50; 5877; 5877
50; 5882; 5882
50; 5888; 5888
50; 5893; 5893
50; 5899; 5899
50; 5904; 5904
50; 5910; 5910
50; 5916; 5915
50; 5921; 5921
50; 5927; 5926
50; 5932; 5932
50; 5938; 5937
50; 5943; 5943
50; 5949; 5949
50; 5954; 5954
50; 5960; 5960
50; 5965; 5965
50; 5971; 5971
50; 5977; 5976
50; 5982; 5982
50; 5988; 5987
50; 5993; 5993
50; 5999; 5998
50; 6004; 6004
50; 6010; 6010
50; 6015; 6015
50; 6021; 6021
50; 6026; 6026
50; 6032; 6032
50; 6037; 6037
50; 6043; 6043
50; 6049; 6048
50; 6054; 6054
50; 6060; 6059
50; 6065; 6065
50; 6071; 6070
50; 6076; 6076
50; 6082; 6082
50; 6087; 6087
50; 6093; 6093
50; 6098; 6098
50; 6104; 6104
50; 6110; 6109
50; 6115; 6115
50; 6121; 6120
50; 6126; 6126
50; 6132; 6131
50; 6137; 6137
50; 6143; 6143
50; 6148; 6148
50; 6154; 6154
50; 6159; 6159
50; 6165; 6165
50; 6171; 6170
50; 6176; 6176
50; 6182; 6181
50; 6187; 6187
50; 6193; 6192
50; 6198; 6198
50; 6204; 6204
50; 6209; 6209
50; 6215; 6215
50; 6220; 6220
50; 6226; 6226
50; 6231; 6231
50; 6237; 6237
50; 6243; 6242
50; 6248; 6248
50; 6254; 6253
50; 6259; 6259
50; 6265; 6265
50; 6270; 6270
50; 6276; 6276
50; 6281; 6281
50; 6287; 6287
50; 6292; 6292
50; 6298; 6298
50; 6303; 6303
50; 6309; 6309
50; 6315; 6314
50; 6320; 6320
50; 6326; 6325
50; 6331; 6331
50; 6337; 6336
50; 6342; 6342
50; 6348; 6348
50; 6353; 6353
50; 6359; 6359
50; 6364; 6364
50; 6370; 6370
50; 6375; 6375
50; 6381; 6381
50; 6387; 6386
50; 6392; 6392
50; 6398; 6397
50; 6403; 6403
50; 6409; 6409
50; 6414; 6414
50; 6420; 6420
50; 6425; 6425
50; 6431; 6431
50; 6436; 6436
50; 6442; 6442
50; 6448; 6447
50; 6453; 6453
50; 6459; 6458
50; 6464; 6464
50; 6470; 6469
50; 6475; 6475
50; 6481; 6481
50; 6486; 6486
50; 6492; 6492
50; 6497; 6497
50; 6503; 6503
50; 6509; 6508
50; 6514; 6514
50; 6520; 6519
50; 6525; 6525
50; 6531; 6530
50; 6536; 6536
50; 6542; 6542
50; 6547; 6547
50; 6553; 6553
50; 6558; 6558
50; 6564; 6564
50; 6570; 6569
50; 6575; 6575
50; 6581; 6580
50; 6586; 6586
50; 6592; 6591
50; 6597; 6597
50; 6603; 6603
50; 6608; 6608
50; 6614; 6614
50; 6619; 6619
50; 6625; 6625
50; 6630; 6630
50; 6636; 6636
50; 6642; 6641
50; 6647; 6647
50; 6653; 6652
50; 6658; 6658
50; 6664; 6663
50; 6669; 6669
50; 6675; 6675
50; 6680; 6680
50; 6686; 6686
50; 6691; 6691
50; 6697; 6697
50; 6702; 6702
50; 6708; 6708
50; 6714; 6713
50; 6719; 6719
50; 6725; 6724
50; 6730; 6730
50; 6736; 6735
50; 6741; 6741
50; 6747; 6747
50; 6752; 6752
50; 6758; 6758
50; 6763; 6763
50; 6769; 6769
50; 6774; 6774
50; 6780; 6780
50; 6786; 6785
50; 6791; 6791
50; 6797; 6796
50; 6802; 6802
50; 6808; 6807
50; 6813; 6813
50; 6819; 6819
50; 6824; 6824
50; 6830; 6830
50; 6835; 6835
50; 6841; 6841
50; 6846; 6846
50; 6852; 6852
50; 6858; 6857
50; 6863; 6863
50; 6869; 6868
50; 6874; 6874
50; 6880; 6879
50; 6885; 6885
50; 6891; 6891
50; 6896; 6896
50; 6902; 6902
50; 6907; 6907
50; 6913; 6913
50; 6919; 6918
50; 6924; 6924
50; 6930; 6929
50; 6935; 6935
50; 6941; 6940
50; 6946; 6946
50; 6952; 6952
50; 6957; 6957
50; 6963; 6963
50; 6968; 6968
50; 6974; 6974
50; 6979; 6979
50; 6985; 6985
50; 6991; 6990
50; 6996; 6996
50; 7002; 7001
50; 7007; 7007
50; 7013; 7013
50; 7018; 7018
50; 7024; 7024
50; 7029; 7029
50; 7035; 7035
50; 7040; 7040
50; 7046; 7046
50; 7052; 7051
50; 7057; 7057
50; 7063; 7062
50; 7068; 7068
50; 7074; 7073
50; 7079; 7079
50; 7085; 7085
50; 7090; 7090
50; 7096; 7096
50; 7101; 7101
50; 7107; 7107
50; 7112; 7112
50; 7118; 7118
50; 7124; 7123
50; 7129; 7129
50; 7135; 7134
50; 7140; 7140
50; 7146; 7146
50; 7151; 7151
50; 7157; 7157
50; 7162; 7162
50; 7168; 7168
50; 7173; 7173
50; 7179; 7179
50; 7184; 7184
50; 7190; 7190
50; 7196; 7195
50; 7201; 7201
50; 7207; 7206
50; 7212; 7212
50; 7218; 7217
50; 7223; 7223
50; 7229; 7229
50; 7234; 7234
50; 7240; 7240
50; 7245; 7245
50; 7251; 7251
50; 7257; 7256
50; 7262; 7262
50; 7268; 7267
50; 7273; 7273
50; 7279; 7278
50; 7284; 7284
50; 7290; 7290
50; 7295; 7295
50; 7301; 7301
50; 7306; 7306
50; 7312; 7312
50; 7317; 7317
50; 7323; 7323
50; 7329; 7328
50; 7334; 7334
50; 7340; 7339
50; 7345; 7345
50; 7351; 7350
50; 7356; 7356
50; 7362; 7362
50; 7367; 7367
50; 7373; 7373
50; 7378; 7378
50; 7384; 7384
50; 7389; 7389
50; 7395; 7395
50; 7401; 7400
50; 7406; 7406
50; 7412; 7411
50; 7417; 7417
50; 7423; 7423
50; 7428; 7428
50; 7434; 7434
50; 7439; 7439
50; 7445; 7445
50; 7450; 7450
50; 7456; 7456
50; 7462; 7461
50; 7467; 7467
50; 7473; 7472
50; 7478; 7478
50; 7484; 7484
50; 7489; 7489
50; 7495; 7495
50; 7500; 7500
50; 7506; 7506
50; 7511; 7511
50; 7517; 7517
50; 7523; 7522
50; 7528; 7528
50; 7534; 7533
50; 7539; 7539
50; 7545; 7544
50; 7550; 7550
50; 7556; 7556
50; 7561; 7561
50; 7567; 7567
50; 7572; 7572
50; 7578; 7578
50; 7583; 7583
50; 7589; 7589
50; 7595; 7594
50; 7600; 7600
50; 7606; 7605
50; 7611; 7611
50; 7617; 7616
50; 7622; 7622
50; 7628; 7628
50; 7633; 7633
50; 7639; 7639
50; 7644; 7644
50; 7650; 7650
50; 7655; 7655
50; 7661; 7661
50; 7667; 7666
50; 7672; 7672
50; 7678; 7677
50; 7683; 7683
50; 7689; 7688
50; 7694; 7694
50; 7700; 7700
50; 7705; 7705
50; 7711; 7711
50; 7716; 7716
50; 7722; 7722
50; 7727; 7727
50; 7733; 7733
50; 7739; 7738
50; 7744; 7744
50; 7750; 7749
50; 7755; 7755
50; 7761; 7760
50; 7766; 7766
50; 7772; 7772
50; 7777; 7777
50; 7783; 7783
50; 7788; 7788
50; 7794; 7794
50; 7800; 7799
50; 7805; 7805
50; 7811; 7810
50; 7816; 7816
50; 7822; 7821
50; 7827; 7827
50; 7833; 7833
50; 7838; 7838
50; 7844; 7844
50; 7849; 7849
50; 7855; 7855
